Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2016","2016","kcal/capita/day","196","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2017","2017","kcal/capita/day","203","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","204","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2019","2019","kcal/capita/day","200","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","15.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","14.89","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","15.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","15.6","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","15.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","14.89","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","14.79","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","15.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","15.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","21","Brazil","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","15.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","5511","Production","2734","Poultry Meat","2015","2015","1000 tonnes","106","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5511","Production","2734","Poultry Meat","2016","2016","1000 tonnes","109","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5511","Production","2734","Poultry Meat","2017","2017","1000 tonnes","107","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","118","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5511","Production","2734","Poultry Meat","2019","2019","1000 tonnes","109","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5611","Import Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","99","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5611","Import Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","100","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5611","Import Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","108","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","108","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5611","Import Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","111","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5072","Stock Variation","2734","Poultry Meat","2015","2015","1000 tonnes","8","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5072","Stock Variation","2734","Poultry Meat","2016","2016","1000 tonnes","9","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5072","Stock Variation","2734","Poultry Meat","2017","2017","1000 tonnes","13","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5072","Stock Variation","2734","Poultry Meat","2018","2018","1000 tonnes","20","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5072","Stock Variation","2734","Poultry Meat","2019","2019","1000 tonnes","16","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5911","Export Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","39","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5911","Export Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","41","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5911","Export Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","45","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","46","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5911","Export Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","43","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5301","Domestic supply quantity","2734","Poultry Meat","2015","2015","1000 tonnes","157","S","Standardized data"
"FBS","Food Balances (2010-)","27","Bulgaria","5301","Domestic supply quantity","2734","Poultry Meat","2016","2016","1000 tonnes","159","S","Standardized data"
"FBS","Food Balances (2010-)","27","Bulgaria","5301","Domestic supply quantity","2734","Poultry Meat","2017","2017","1000 tonnes","157","S","Standardized data"
"FBS","Food Balances (2010-)","27","Bulgaria","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","160","S","Standardized data"
"FBS","Food Balances (2010-)","27","Bulgaria","5301","Domestic supply quantity","2734","Poultry Meat","2019","2019","1000 tonnes","161","S","Standardized data"
"FBS","Food Balances (2010-)","27","Bulgaria","5123","Losses","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5123","Losses","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5131","Processing","2734","Poultry Meat","2015","2015","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5131","Processing","2734","Poultry Meat","2016","2016","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5131","Processing","2734","Poultry Meat","2017","2017","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5131","Processing","2734","Poultry Meat","2018","2018","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5131","Processing","2734","Poultry Meat","2019","2019","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5170","Residuals","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5170","Residuals","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5170","Residuals","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5170","Residuals","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5170","Residuals","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5142","Food","2734","Poultry Meat","2015","2015","1000 tonnes","156","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5142","Food","2734","Poultry Meat","2016","2016","1000 tonnes","159","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5142","Food","2734","Poultry Meat","2017","2017","1000 tonnes","157","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5142","Food","2734","Poultry Meat","2018","2018","1000 tonnes","160","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","5142","Food","2734","Poultry Meat","2019","2019","1000 tonnes","159","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","27","Bulgaria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2015","2015","kg","21.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2016","2016","kg","22.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2017","2017","kg","22.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2018","2018","kg","22.65","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2019","2019","kg","22.78","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2015","2015","kcal/capita/day","83","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2016","2016","kcal/capita/day","84","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2017","2017","kcal/capita/day","81","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","85","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2019","2019","kcal/capita/day","85","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","8.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","8.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","8.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","8.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","8.97","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","5.19","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","5.18","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","4.89","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","5.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","27","Bulgaria","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","5.18","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","5511","Production","2734","Poultry Meat","2015","2015","1000 tonnes","51","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5511","Production","2734","Poultry Meat","2016","2016","1000 tonnes","46","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5511","Production","2734","Poultry Meat","2017","2017","1000 tonnes","42","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","42","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5511","Production","2734","Poultry Meat","2019","2019","1000 tonnes","44","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5611","Import Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5611","Import Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5611","Import Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5611","Import Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5072","Stock Variation","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5072","Stock Variation","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5072","Stock Variation","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5072","Stock Variation","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5072","Stock Variation","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5911","Export Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5301","Domestic supply quantity","2734","Poultry Meat","2015","2015","1000 tonnes","52","S","Standardized data"
"FBS","Food Balances (2010-)","233","Burkina Faso","5301","Domestic supply quantity","2734","Poultry Meat","2016","2016","1000 tonnes","46","S","Standardized data"
"FBS","Food Balances (2010-)","233","Burkina Faso","5301","Domestic supply quantity","2734","Poultry Meat","2017","2017","1000 tonnes","42","S","Standardized data"
"FBS","Food Balances (2010-)","233","Burkina Faso","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","43","S","Standardized data"
"FBS","Food Balances (2010-)","233","Burkina Faso","5301","Domestic supply quantity","2734","Poultry Meat","2019","2019","1000 tonnes","44","S","Standardized data"
"FBS","Food Balances (2010-)","233","Burkina Faso","5170","Residuals","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5170","Residuals","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5170","Residuals","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5170","Residuals","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5170","Residuals","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5142","Food","2734","Poultry Meat","2015","2015","1000 tonnes","52","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5142","Food","2734","Poultry Meat","2016","2016","1000 tonnes","46","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5142","Food","2734","Poultry Meat","2017","2017","1000 tonnes","42","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5142","Food","2734","Poultry Meat","2018","2018","1000 tonnes","43","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","5142","Food","2734","Poultry Meat","2019","2019","1000 tonnes","44","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","233","Burkina Faso","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2015","2015","kg","2.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2016","2016","kg","2.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2017","2017","kg","2.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2018","2018","kg","2.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2019","2019","kg","2.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2015","2015","kcal/capita/day","10","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2016","2016","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2017","2017","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2019","2019","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","0.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","0.83","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","0.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","0.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","0.6","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","0.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","0.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","233","Burkina Faso","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","0.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","5511","Production","2734","Poultry Meat","2015","2015","1000 tonnes","6","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5511","Production","2734","Poultry Meat","2016","2016","1000 tonnes","6","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5511","Production","2734","Poultry Meat","2017","2017","1000 tonnes","6","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5511","Production","2734","Poultry Meat","2019","2019","1000 tonnes","7","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5611","Import Quantity","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5611","Import Quantity","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5611","Import Quantity","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5611","Import Quantity","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5072","Stock Variation","2734","Poultry Meat","2015","2015","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5072","Stock Variation","2734","Poultry Meat","2016","2016","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5072","Stock Variation","2734","Poultry Meat","2017","2017","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5072","Stock Variation","2734","Poultry Meat","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5072","Stock Variation","2734","Poultry Meat","2019","2019","1000 tonnes","1","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5301","Domestic supply quantity","2734","Poultry Meat","2015","2015","1000 tonnes","5","S","Standardized data"
"FBS","Food Balances (2010-)","29","Burundi","5301","Domestic supply quantity","2734","Poultry Meat","2016","2016","1000 tonnes","5","S","Standardized data"
"FBS","Food Balances (2010-)","29","Burundi","5301","Domestic supply quantity","2734","Poultry Meat","2017","2017","1000 tonnes","5","S","Standardized data"
"FBS","Food Balances (2010-)","29","Burundi","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","5","S","Standardized data"
"FBS","Food Balances (2010-)","29","Burundi","5301","Domestic supply quantity","2734","Poultry Meat","2019","2019","1000 tonnes","5","S","Standardized data"
"FBS","Food Balances (2010-)","29","Burundi","5123","Losses","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5123","Losses","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5123","Losses","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5123","Losses","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5123","Losses","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5170","Residuals","2734","Poultry Meat","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5170","Residuals","2734","Poultry Meat","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5170","Residuals","2734","Poultry Meat","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5170","Residuals","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5170","Residuals","2734","Poultry Meat","2019","2019","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5142","Food","2734","Poultry Meat","2015","2015","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5142","Food","2734","Poultry Meat","2016","2016","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5142","Food","2734","Poultry Meat","2017","2017","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5142","Food","2734","Poultry Meat","2018","2018","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","5142","Food","2734","Poultry Meat","2019","2019","1000 tonnes","5","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","29","Burundi","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2015","2015","kg","0.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2016","2016","kg","0.51","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2017","2017","kg","0.49","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2018","2018","kg","0.45","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2019","2019","kg","0.45","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2015","2015","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2016","2016","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2017","2017","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2019","2019","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","0.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2016","2016","g/capita/day","0.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2017","2017","g/capita/day","0.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2019","2019","g/capita/day","0.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","29","Burundi","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2015","2015","g/capita/day","0.11","Fc","Calculated data"
